Headline,Summary,Link,Ticker,RetrievalScore,Sentiment
Global shift to bypass the dollar is gaining momentum in Asia,"Firms are receiving more requests for transactions including hedges that sidestep the dollar and involve currencies such as the yuan, the Hong Kong dollar, the Emirati dirham and the euro",https://www.moneycontrol.com/news/currency/global-shift-to-bypass-the-dollar-is-gaining-momentum-in-asia-13018503.html,HDFCBANK.NS,0.599,positive
Global shift to bypass the dollar is gaining momentum in Asia,"Firms are receiving more requests for transactions including hedges that sidestep the dollar and involve currencies such as the yuan, the Hong Kong dollar, the Emirati dirham and the euro",https://www.moneycontrol.com/news/currency/global-shift-to-bypass-the-dollar-is-gaining-momentum-in-asia-13018503.html,PTC.NS,0.559,positive
Global shift to bypass the dollar is gaining momentum in Asia,"Firms are receiving more requests for transactions including hedges that sidestep the dollar and involve currencies such as the yuan, the Hong Kong dollar, the Emirati dirham and the euro",https://www.moneycontrol.com/news/currency/global-shift-to-bypass-the-dollar-is-gaining-momentum-in-asia-13018503.html,AXISBANK.NS,0.557,positive
Global shift to bypass the dollar is gaining momentum in Asia,"Firms are receiving more requests for transactions including hedges that sidestep the dollar and involve currencies such as the yuan, the Hong Kong dollar, the Emirati dirham and the euro",https://www.moneycontrol.com/news/currency/global-shift-to-bypass-the-dollar-is-gaining-momentum-in-asia-13018503.html,DELTACORP.NS,0.553,positive
Global shift to bypass the dollar is gaining momentum in Asia,"Firms are receiving more requests for transactions including hedges that sidestep the dollar and involve currencies such as the yuan, the Hong Kong dollar, the Emirati dirham and the euro",https://www.moneycontrol.com/news/currency/global-shift-to-bypass-the-dollar-is-gaining-momentum-in-asia-13018503.html,63MOONS.NS,0.545,positive
"Tata Motors shares extend upside for 3rd day, rises 3% as UK strikes trade deal with US",British Prime Minister Keir Starmer highlighted a major cut in car export tariffs from 27.5 percent to 10 percent for up to 1 lakh vehicles.,https://www.moneycontrol.com/news/business/markets/tata-motors-shares-extend-upside-for-3rd-day-rises-3-as-uk-strikes-trade-deal-with-us-13018606.html,TATAMOTORS.NS,0.654,positive
"Tata Motors shares extend upside for 3rd day, rises 3% as UK strikes trade deal with US",British Prime Minister Keir Starmer highlighted a major cut in car export tariffs from 27.5 percent to 10 percent for up to 1 lakh vehicles.,https://www.moneycontrol.com/news/business/markets/tata-motors-shares-extend-upside-for-3rd-day-rises-3-as-uk-strikes-trade-deal-with-us-13018606.html,TATACONSUM.NS,0.619,positive
"Tata Motors shares extend upside for 3rd day, rises 3% as UK strikes trade deal with US",British Prime Minister Keir Starmer highlighted a major cut in car export tariffs from 27.5 percent to 10 percent for up to 1 lakh vehicles.,https://www.moneycontrol.com/news/business/markets/tata-motors-shares-extend-upside-for-3rd-day-rises-3-as-uk-strikes-trade-deal-with-us-13018606.html,TATACHEM.NS,0.584,positive
"Tata Motors shares extend upside for 3rd day, rises 3% as UK strikes trade deal with US",British Prime Minister Keir Starmer highlighted a major cut in car export tariffs from 27.5 percent to 10 percent for up to 1 lakh vehicles.,https://www.moneycontrol.com/news/business/markets/tata-motors-shares-extend-upside-for-3rd-day-rises-3-as-uk-strikes-trade-deal-with-us-13018606.html,TATAPOWER.NS,0.582,positive
"Tata Motors shares extend upside for 3rd day, rises 3% as UK strikes trade deal with US",British Prime Minister Keir Starmer highlighted a major cut in car export tariffs from 27.5 percent to 10 percent for up to 1 lakh vehicles.,https://www.moneycontrol.com/news/business/markets/tata-motors-shares-extend-upside-for-3rd-day-rises-3-as-uk-strikes-trade-deal-with-us-13018606.html,TATASTEEL.NS,0.577,positive
10-year bond yields open 4 bps higher as India-Pakistan tensions flare up,"The yield on 10-year benchmark 6.79 percent 2034 opened at 6.431 percent, as compared to 6.398 percent at previous close.",https://www.moneycontrol.com/news/business/10-year-bond-yields-open-4-bps-higher-as-india-pakistan-tensions-flare-up-13018591.html,CENTRALBK.NS,0.518,positive
10-year bond yields open 4 bps higher as India-Pakistan tensions flare up,"The yield on 10-year benchmark 6.79 percent 2034 opened at 6.431 percent, as compared to 6.398 percent at previous close.",https://www.moneycontrol.com/news/business/10-year-bond-yields-open-4-bps-higher-as-india-pakistan-tensions-flare-up-13018591.html,PTC.NS,0.517,positive
10-year bond yields open 4 bps higher as India-Pakistan tensions flare up,"The yield on 10-year benchmark 6.79 percent 2034 opened at 6.431 percent, as compared to 6.398 percent at previous close.",https://www.moneycontrol.com/news/business/10-year-bond-yields-open-4-bps-higher-as-india-pakistan-tensions-flare-up-13018591.html,PSB.NS,0.517,positive
10-year bond yields open 4 bps higher as India-Pakistan tensions flare up,"The yield on 10-year benchmark 6.79 percent 2034 opened at 6.431 percent, as compared to 6.398 percent at previous close.",https://www.moneycontrol.com/news/business/10-year-bond-yields-open-4-bps-higher-as-india-pakistan-tensions-flare-up-13018591.html,SHAREINDIA.NS,0.513,positive
10-year bond yields open 4 bps higher as India-Pakistan tensions flare up,"The yield on 10-year benchmark 6.79 percent 2034 opened at 6.431 percent, as compared to 6.398 percent at previous close.",https://www.moneycontrol.com/news/business/10-year-bond-yields-open-4-bps-higher-as-india-pakistan-tensions-flare-up-13018591.html,INDUSINDBK.NS,0.512,positive
Telcos activate emergency protocols to safeguard border connectivity amid govt alert,"Special emphasis is being placed on keeping base transceiver station (BTS) towers within 100 km of international borders fully operational at all times, as mandated by the government.",https://www.moneycontrol.com/news/business/telcos-activate-emergency-protocols-to-safeguard-border-connectivity-amid-govt-alert-13018624.html,KERNEX.NS,0.578,positive
Telcos activate emergency protocols to safeguard border connectivity amid govt alert,"Special emphasis is being placed on keeping base transceiver station (BTS) towers within 100 km of international borders fully operational at all times, as mandated by the government.",https://www.moneycontrol.com/news/business/telcos-activate-emergency-protocols-to-safeguard-border-connectivity-amid-govt-alert-13018624.html,TATACOMM.NS,0.575,positive
Telcos activate emergency protocols to safeguard border connectivity amid govt alert,"Special emphasis is being placed on keeping base transceiver station (BTS) towers within 100 km of international borders fully operational at all times, as mandated by the government.",https://www.moneycontrol.com/news/business/telcos-activate-emergency-protocols-to-safeguard-border-connectivity-amid-govt-alert-13018624.html,BLS.NS,0.56,positive
Telcos activate emergency protocols to safeguard border connectivity amid govt alert,"Special emphasis is being placed on keeping base transceiver station (BTS) towers within 100 km of international borders fully operational at all times, as mandated by the government.",https://www.moneycontrol.com/news/business/telcos-activate-emergency-protocols-to-safeguard-border-connectivity-amid-govt-alert-13018624.html,ROUTE.NS,0.557,positive
Telcos activate emergency protocols to safeguard border connectivity amid govt alert,"Special emphasis is being placed on keeping base transceiver station (BTS) towers within 100 km of international borders fully operational at all times, as mandated by the government.",https://www.moneycontrol.com/news/business/telcos-activate-emergency-protocols-to-safeguard-border-connectivity-amid-govt-alert-13018624.html,INDUSTOWER.NS,0.556,positive
ACC Shares Fall To 52-Week Low on BSE in Today's Trading Session,ACC's stock hitting a 52-week low during today's session reflects its performance within the NIFTY MIDCAP 150 index amid bearish investor sentiment.,https://www.moneycontrol.com/news/business/markets/acc-shares-fall-to-52-week-low-on-bse-in-today-s-trading-session-alpha-article-13018579.html,ACC.NS,0.606,negative
ACC Shares Fall To 52-Week Low on BSE in Today's Trading Session,ACC's stock hitting a 52-week low during today's session reflects its performance within the NIFTY MIDCAP 150 index amid bearish investor sentiment.,https://www.moneycontrol.com/news/business/markets/acc-shares-fall-to-52-week-low-on-bse-in-today-s-trading-session-alpha-article-13018579.html,BSE.NS,0.577,negative
ACC Shares Fall To 52-Week Low on BSE in Today's Trading Session,ACC's stock hitting a 52-week low during today's session reflects its performance within the NIFTY MIDCAP 150 index amid bearish investor sentiment.,https://www.moneycontrol.com/news/business/markets/acc-shares-fall-to-52-week-low-on-bse-in-today-s-trading-session-alpha-article-13018579.html,CARERATING.NS,0.553,negative
ACC Shares Fall To 52-Week Low on BSE in Today's Trading Session,ACC's stock hitting a 52-week low during today's session reflects its performance within the NIFTY MIDCAP 150 index amid bearish investor sentiment.,https://www.moneycontrol.com/news/business/markets/acc-shares-fall-to-52-week-low-on-bse-in-today-s-trading-session-alpha-article-13018579.html,IEX.NS,0.538,negative
ACC Shares Fall To 52-Week Low on BSE in Today's Trading Session,ACC's stock hitting a 52-week low during today's session reflects its performance within the NIFTY MIDCAP 150 index amid bearish investor sentiment.,https://www.moneycontrol.com/news/business/markets/acc-shares-fall-to-52-week-low-on-bse-in-today-s-trading-session-alpha-article-13018579.html,63MOONS.NS,0.517,negative
Mangalore Refinery and Petrochemicals Shares Fall 3.82% Amid Bearish Sentiment,"With the stock currently trading at Rs 120.56, Mangalore Refinery and Petrochemicals' recent performance reflects the prevailing bearish sentiment and its latest financial results.",https://www.moneycontrol.com/news/business/markets/mangalore-refinery-and-petrochemicals-shares-fall-3-82-amid-bearish-sentiment-alpha-article-13018575.html,MRPL.NS,0.755,negative
Mangalore Refinery and Petrochemicals Shares Fall 3.82% Amid Bearish Sentiment,"With the stock currently trading at Rs 120.56, Mangalore Refinery and Petrochemicals' recent performance reflects the prevailing bearish sentiment and its latest financial results.",https://www.moneycontrol.com/news/business/markets/mangalore-refinery-and-petrochemicals-shares-fall-3-82-amid-bearish-sentiment-alpha-article-13018575.html,MANGCHEFER.NS,0.629,negative
Mangalore Refinery and Petrochemicals Shares Fall 3.82% Amid Bearish Sentiment,"With the stock currently trading at Rs 120.56, Mangalore Refinery and Petrochemicals' recent performance reflects the prevailing bearish sentiment and its latest financial results.",https://www.moneycontrol.com/news/business/markets/mangalore-refinery-and-petrochemicals-shares-fall-3-82-amid-bearish-sentiment-alpha-article-13018575.html,IOC.NS,0.626,negative
Mangalore Refinery and Petrochemicals Shares Fall 3.82% Amid Bearish Sentiment,"With the stock currently trading at Rs 120.56, Mangalore Refinery and Petrochemicals' recent performance reflects the prevailing bearish sentiment and its latest financial results.",https://www.moneycontrol.com/news/business/markets/mangalore-refinery-and-petrochemicals-shares-fall-3-82-amid-bearish-sentiment-alpha-article-13018575.html,RELIANCE.NS,0.619,negative
Mangalore Refinery and Petrochemicals Shares Fall 3.82% Amid Bearish Sentiment,"With the stock currently trading at Rs 120.56, Mangalore Refinery and Petrochemicals' recent performance reflects the prevailing bearish sentiment and its latest financial results.",https://www.moneycontrol.com/news/business/markets/mangalore-refinery-and-petrochemicals-shares-fall-3-82-amid-bearish-sentiment-alpha-article-13018575.html,CHENNPETRO.NS,0.618,negative
"Gold futures trade above Rs 96,000 as global prices recover",The yellow metal is likely to be in focus amid escalating tensions between India and Pakistan after a night of heavy exchanges,https://www.moneycontrol.com/news/business/personal-finance/gold-futures-open-below-rs-96-000-largely-stable-amid-global-trends-13018594.html,MCX.NS,0.633,negative
